codigo,descricao
3401307,BLUSA DE LA MASCULINA
3401308,ABRIGO MASCULINO
3401401,TERNO MASCULINO
3401501,PALETO OU BLAZER MASCULINO
3401502,PALETO MASCULINO
3401503,BLAZER MASCULINO
3401601,GRAVATA MASCULINA
3401701,ALUGUEL DE ROUPA MASCULINA
3401801,CONJUNTO DE CALCA E JAQUETA MASCULINA
3401901,MACACAO DE MOTOQUEIRO
3402001,ROBE MASCULINO
3402101,ROUPAO DE BANHO MASCULINO
3402201,GORRO MASCULINO
3402301,"LUVA DE COURO, MALHA OU TECIDO MASCULINA"
3402302,LUVA DE COURO  MASCULINA
3402303,LUVA DE MALHA MASCULINA
3402304,LUVA DE TECIDO MASCULINA
3402401,UNIFORME DE JUDO MASCULINO (QUIMONO)
3402501,SOBRETUDO MASCULINO
3402601,FANTASIA MASCULINA
3402602,FANTASIA DE CARNAVAL MASCULINA
3402701,COLETE MASCULINO
3402801,MACACAO MASCULINO (EXCETO DE MOTOQUEIRO)
3402901,CONJUNTO DE MOLETON MASCULINO
3403001,CEROULA
3499901,AGREGADO
3500101,"BLUSA, CAMISA OU CAMISETA FEMININA"
3500102,BLUSA FEMININA
3500103,CAMISA FEMININA
3500104,CAMISETA FEMININA
3500105,BABY LOOK FEMININO
3500106,BATA (BLUSA FEMININA)
3500201,CALCA COMPRIDA FEMININA
3500202,CALCA TERMICA
3500301,BERMUDA OU SHORT FEMININO
3500302,BERMUDA FEMININA
3500303,SHORT FEMININO
3500401,SAIA
3500501,VESTIDO
3500601,MACACAO FEMININO (EXCETO DE MOTOQUEIRA)
3500602,JARDINEIRA FEMININA
3500701,CONJUNTO DE CALCA E BLUSA FEMININO
3500801,CONJUNTO DE SHORT E BLUSA FEMININO
3500802,CONJUNTO DE BERMUDA E BLUSA FEMININO
3500901,CONJUNTO DE SAIA E BLUSA
3501001,"ROUPA ESPORTIVA FEMININA (ACADEMIA, FUTEBOL, ETC.)"
3501002,CAMISA FEMININA (UNIFORME DE ESPORTE)
3501003,CALCAO FEMININO (UNIFORME DE ESPORTE)
3501004,MEIAO FEMININO (UNIFORME DE ESPORTE)
3501005,COLLANT FEMININO
3501006,ROUPA DE GINASTICA FEMININA
3501007,UNIFORME ESPORTIVO FEMININO
3501101,UNIFORME DE TRABALHO FEMININO
3501102,JALECO FEMININO
3501201,CALCINHA
3501202,CUECA FEMININA
3501301,SUTIA
3501401,CONJUNTO DE CALCINHA E SUTIA
3501501,MAIO OU BIQUINI
3501502,MAIO
3501503,BIQUINI
3501601,MEIA FEMININA
3501602,MEIA-CALCA
3501701,CAMISOLA
3501801,PIJAMA FEMININO
3501901,"AGASALHO FEMININO (CASACO, JAQUETA, ETC.)"
3501902,CASACO FEMININO
3501903,JAQUETA FEMININA
3501904,PULOVER FEMININO
3501905,SUETER FEMININO
3501906,CACHECOL FEMININO
3501907,BLUSA DE LA FEMININA
3501908,CHALE FEMININO
3502001,ALUGUEL DE ROUPA FEMININA
3502101,MODELADOR
3502201,TOP
3502301,FANTASIA FEMININA
3502302,FANTASIA DE CARNAVAL FEMININA
3502401,ROBE FEMININO
3502501,BABY DOLL
3502601,ROUPAO DE BANHO FEMININO
3502701,GORRO FEMININO
3502801,"LUVA DE COURO, MALHA OU TECIDO FEMININA"
3502802,LUVA DE COURO FEMININA
3502803,LUVA DE MALHA FEMININA
3502804,LUVA DE TECIDO FEMININA
3502901,TERNO OU TERNINHO FEMININO
3502902,TERNO FEMININO
3502903,TERNINHO FEMININO
3503001,BLAZER FEMININO
3503101,SAIDA DE PRAIA
3503102,CANGA
3503201,ANAGUA
3503301,VESTIDO DE NOIVA
3503401,SOBRETUDO FEMININ0
3503501,CINTA FEMININA
3503601,BUSTIE
3503701,COLETE FEMININO
3503801,GRAVATA FEMININA
3503901,UNIFORME DE JUDO FEMININO (QUIMONO)
3504001,MACAQUITO FEMININO
3504002,MACAQUINHO FEMININO
3504101,CONJUNTO DE SAIA E BLAZER
3504201,CONJUNTO DE CALCA E JAQUETA FEMININA
3504301,CONJUNTO DE SAIA E JAQUETA
3504401,CONJUNTO DE CASACO E BLUSA FEMININA
3504501,MACACAO DE MOTOQUEIRA
3504601,BODY FEMININO
3504701,ECHARPE
3599901,AGREGADO
3600101,"BLUSA, CAMISA OU CAMISETA INFANTIL"
3600102,BLUSA INFANTIL
3600103,CAMISA INFANTIL
3600104,CAMISETA INFANTIL
3600201,CALCA COMPRIDA INFANTIL
3600202,CALCA LEGGING INFANTIL
3600301,"BERMUDA, CALCAO OU SHORT INFANTIL"
3600302,BERMUDA INFANTIL
3600303,CALCAO INFANTIL
3600304,SHORT INFANTIL
3600401,SAIA INFANTIL
3600501,VESTIDO INFANTIL
3600601,MACACAO INFANTIL
3600602,JARDINEIRA INFANTIL
3600701,CONJUNTO DE CALCA E CAMISA INFANTIL
3600801,CONJUNTO DE SHORT E CAMISA INFANTIL
3600901,CONJUNTO DE SAIA E BLUSA INFANTIL
3601001,"ROUPA ESPORTIVA INFANTIL (ACADEMIA, FUTEBOL, ETC.)"
3601002,CAMISA INFANTIL (UNIFORME DE ESPORTE)
3601003,CALCAO  INFANTIL (UNIFORME DE ESPORTE)
3601004,MEIAO INFANTIL (UNIFORME DE ESPORTE)
3601005,COLLANT INFANTIL
3601006,ROUPA DE GINASTICA INFANTIL
3601007,MALHA DE GINASTICA INFANTIL
3601008,CONJUNTO ESPORTIVO INFANTIL
3601101,CUECA INFANTIL
3601201,CALCINHA INFANTIL
3601301,SUTIA INFANTIL
3601401,CONJUNTO DE CALCINHA E SUTIA INFANTIL
3601501,"SUNGA, MAIO OU BIQUINI INFANTIL"
3601502,SUNGA INFANTIL
3601503,MAIO INFANTIL
3601504,BIQUINI INFANTIL
3601601,MEIA INFANTIL
3601602,MEIA-CALCA INFANTIL
3601701,PIJAMA INFANTIL
3601801,FRALDA DE TECIDO
3601901,"AGASALHO INFANTIL (CASACO, JAQUETA, ETC.)"
3601902,CASACO INFANTIL
3601903,JAQUETA INFANTIL
3601904,PULOVER INFANTIL
3601905,SUETER INFANTIL
3601906,CACHECOL INFANTIL
3602001,ALUGUEL DE ROUPA INFANTIL
3602101,CONJUNTO DE BERMUDA E BLUSA INFANTIL
3602201,CONJUNTO DE CALCA E JAQUETA INFANTIL
3602301,ROBE INFANTIL
3602401,BABY DOLL INFANTIL
3602501,ROUPAO DE BANHO INFANTIL
3602601,GORRO INFANTIL
3602602,TOUCA INFANTIL
3602701,"LUVA DE COURO, MALHA OU TECIDO INFANTIL"
3602702,LUVA DE COURO INFANTIL
3602703,LUVA DE MALHA INFANTIL
3602704,LUVA DE TECIDO INFANTIL
3602801,TERNO INFANTIL
3602901,PALETO OU BLAZER INFANTIL
3602902,PALETO INFANTIL
3602903,BLAZER INFANTIL
3603001,SAIDA DE PRAIA INFANTIL
3603002,CANGA INFANTIL
3603101,BUSTIE INFANTIL
3603201,COLETE INFANTIL
3603301,GRAVATA INFANTIL
3603401,UNIFORME DE JUDO INFANTIL (QUIMONO)
3603501,FANTASIA INFANTIL
3603502,FANTASIA DE CARNAVAL INFANTIL
3603601,UNIFORME PARA CORAL INFANTIL
3603602,UNIFORME PARA CORAL DE IGREJA INFANTIL
3603701,VESTIDO DE DAMA DE HONRA INFANTIL
3603801,CONJUNTO PARA PRIMEIRA COMUNHAO INFANTIL
3603901,BECA INFANTIL
3604001,MACAQUITO INFANTIL
3604101,CONJUNTO PAGAO
3604102,CONJUNTINHO PAGAO
3604201,MIJAOZINHO (CALCA DE MALHA PARA BEBE)
3604301,CALCA ENXUTA PARA BEBE
3604302,CALCA PLASTICA PARA BEBE
3604401,BABADOR DE BEBE
3604501,SAPATINHO DE LA OU LINHA INFANTIL
3604601,UMBIGUEIRO INFANTIL
3604701,CAMISOLA INFANTIL
3604801,CONJUNTO DE MOLETON INFANTIL
3604901,BODY INFANTIL
3605001,TOUCA PARA BEBE
3605101,ENXOVAL DE BEBE
3605201,CONJUNTO PARA BEBE
3605301,SUSPENSORIO INFANTIL
3605401,AVENTAL INFANTIL
3699901,AGREGADO
3700101,"ARTIGOS DE ARMARINHO (LINHA, AGULHA, BOTAO, ETC.)"
3700102,LINHA
3700103,AGULHA
3700104,BOTAO
3700105,ALFINETE
3700106,RENDA
3700107,NOVELO DE LA
3700108,CARRETEL
3700109,COLCHETE
3700110,ELASTICO
3700111,CADARCO
3700112,BARBANTE
3700113,CORDAO
3700114,FITA METRICA
3700115,FITA DE TECIDO
3700116,PRESILHA DE FRALDA
3700117,AGULHA DE TRICO
3700118,AGULHA DE CROCHE
3700119,AGULHA DE MAQUINA DE COSTURA
3700120,ESTOJO DE COSTURA
3700121,ALCA PARA SUTIA
3700122,BASTIDOR
3700123,BICO PARA VESTIDO
3700124,COLA PARA TECIDO
3700125,FECHO (ZIPER)
3700126,FIVELA
3700127,"OLHOS (BONECA, ARTESANATO, ETC.)"
3700128,OMBREIRAS PARA ROUPA
3700129,MICANGA
3700130,PEROLAS
3700201,TECIDO PARA VESTUARIO
3700301,TECIDO PARA ARTIGOS DO LAR E CORTINADO
3700401,NAPA PARA VESTUARIO
3700501,NAPA PARA ARTIGOS DO LAR E CORTINADO
3700601,COURO PARA VESTUARIO
3700701,COURO PARA ARTIGOS DO LAR E CORTINADO
3700801,TINTA DE TECIDO
3700901,"ENCHIMENTO PARA ALMOFADA, TRAVESSEIRO, ETC."
3701001,"ROUPA DE CAMA (LENCOL, COBERTOR, TRAVESSEIRO, ETC.)"
3701002,LENCOL
3701003,COBERTOR
3701004,TRAVESSEIRO
3701005,MANTA
3701006,FRONHA
3701007,COLCHA
3701008,EDREDON
3701009,PROTETOR DE COLCHAO
3701010,PROTETOR DE ENDREDON
3701011,PROTETOR DE COBERTOR
3701012,PROTETOR DE TRAVESSEIRO
3701013,SAIA PARA CAMA BOX
3701101,"ROUPA DE BANHO (TOALHA DE BANHO, DE ROSTO, ETC.)"
3701102,TOALHA DE BANHO
3701103,TOALHA DE ROSTO
3701104,TOALHA DE MAO
3701105,TOALHA DE PRAIA
3701106,"CONJUNTO DE BANHEIRO (TOALHA DE BANHO, ROSTO E PISO)"
3701201,"ROUPA DE MESA (TOALHA, PANO DE PRATO, ETC.)"
3701202,TOALHA DE MESA
3701203,PANO DE PRATO
3701204,PANO DE CENTRO
3701205,JOGO AMERICANO
3701206,GUARDANAPO DE MESA DE TECIDO
3701207,TRILHO DE MESA
3701208,CONJUNTO DE COZINHA
3701301,LONA
3701401,PLASTICO PARA ARTIGOS DO LAR E CORTINADO
3701501,"ESPUMA DE ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC."
3701601,TINTA DE CALCADO
3701701,CUEIRO
3701801,MASSA PARA BISCUIT
3701901,COLA PARA ARTESANATO EM GERAL
3702001,FELTRO PARA ARTESANATO EM GERAL
3702101,EVA (ESPUMA VINILICA ACETINADA)
3702201,FRISADOR PARA ARTESANATO EM GERAL
3702301,ENTRETELA
3702401,TINTA PARA ARTESANATO EM GERAL
3799901,AGREGADO
3800101,TENIS (CALCADO)
3800201,SAPATO MASCULINO
3800301,SAPATO FEMININO
3800401,SAPATO INFANTIL
3800501,BOTA MASCULINA
3800601,BOTA FEMININA
3800701,BOTA INFANTIL
3800801,SAPATILHA
3800901,SANDALIA
3800902,RASTEIRINHA
3801001,CHINELO
3801002,PANTUFA
3801101,CINTO
3801201,CARTEIRA
3801301,BOLSA
3801401,MOCHILA
3801501,PASTA EXECUTIVA
3801601,MALETA
3801701,MALA
3801801,GUARDA-CHUVA OU SOMBRINHA
3801802,GUARDA-CHUVA
3801803,SOMBRINHA
3801901,BONE
3802001,CHAPEU
3802101,BIJUTERIA
3802102,BRINCO
3802103,COLAR
3802104,ANEL
3802105,PINGENTE
3802106,BROCHE
3802107,GARGANTILHA
3802108,BOTTON
3802201,OCULOS SEM GRAU
3802202,OCULOS DE SOL SEM GRAU
3802301,CHAVEIRO (PRODUTO)
3802401,"ALUGUEL (BOLSA, CALCADO, CINTO, CHAPEU, ETC.)"
3802501,FRASQUEIRA
3802601,POCHETE
3802701,ALPARGATA
3802801,SAPATENIS
3802901,COTURNO
3803001,LENCO
3803101,ARRANJO DE CABELO
3803201,ENFEITE DE CABELO
3803202,ARCO PARA CABELO
3803301,FAIXA DE CABECA
3803401,LENTE DE CONTATO COLORIDA
3803501,VISEIRA
3803601,BENGALA
3803701,CACHIMBO
3803801,ISQUEIRO NAO-DESCARTAVEL (USO PESSOAL)
3803901,GALOCHA
3804001,CAPA DE CHUVA
3804101,MASCARA DE CARNAVAL
3804201,MASCARA PROTETORA (PROTECAO PROFISSIONAL)
3804301,PORTA-OCULOS
3804401,MERENDEIRA ESCOLAR
3804501,LANCHEIRA ESCOLAR
3804601,TAMANCO
3804701,BOLSA PARA BEBE
3804702,BOLSA PARA MATERNIDADE
3804801,BOINA
3804901,CORREIA DE CHINELO
3804902,CABESTRO DE CHINELO
3805001,PRENDEDOR DE GRAVATA
3805101,PORTA CARTAO
3805201,MATEIRA
3805301,LACO DE BOIADEIRO
3805401,LACO DE FITA
3805501,TERCO RELIGIOSO
3899901,AGREGADO
3900101,"TALHER (COLHER, GARFO OU FACA)"
3900102,COLHER
3900103,GARFO
3900104,FACA
3900105,CONJUNTO DE COLHERES
3900106,CONJUNTO DE GARFOS
3900107,CONJUNTO DE FACAS
3900201,PRATO DE LOUCA
3900202,CONJUNTO DE PRATOS DE LOUCA
3900203,JOGO DE PRATOS DE LOUCA
3900301,COPO DE VIDRO
3900302,CONJUNTO DE COPOS DE VIDRO
3900401,XICARA
3900402,CONJUNTO DE XICARAS
3900501,PANELA
3900502,PANELA DE PRESSAO
3900503,PIPOQUEIRA (PANELA)
3900504,CONJUNTO DE PANELAS
3900601,FRIGIDEIRA
3900701,"TRAVESSA DE VIDRO, LOUCA, MADEIRA, ETC."
3900801,JARRA
3900901,GARRAFA TERMICA
3901001,"BOMBA, CUIA OU PORONGO DE CHIMARRAO"
3901002,BOMBA DE CHIMARRAO
3901003,CUIA DE CHIMARRAO
3901004,PORONGO DE CHIMARRAO
3901005,CONJUNTO DE CHIMARRAO
3901006,BOMBA DE TERERE
3901101,VASSOURA DE QUALQUER TIPO
3901102,VASSOURA DE VASO SANITARIO
3901103,VASSOURINHA
3901104,FEITICEIRA
3901105,ESCOVAO
3901106,ESFREGAO
3901107,CABO DE VASSOURA
3901108,ESCOVA SANITARIA
3901109,SUPORTE DE VASSOURAS
3901201,RODO
3901202,REFIL PARA RODO
3901301,BACIA PLASTICA
3901302,CONJUNTO DE BACIAS DE PLASTICO
3901401,BALDE PLASTICO
3901402,CONJUNTO DE BALDES DE PLASTICO
3901501,PREGADOR DE ROUPA
3901502,PRENDEDOR DE ROUPA
3901601,CANIVETE
3901701,LAMPADA
3901702,LAMPADA FLUORESCENTE
3901703,LAMPADA FRIA
3901704,LAMPADA BRANCA
3901705,LAMPADA ELETRONICA
3901706,LAMPADA TIPO ECONOMICA
3901707,LAMPADA DE LED
3901801,PILHA
3901901,"BATERIA DE RELOGIO, BRINQUEDO, APARELHO AUDITIVO, ETC."
3901902,BATERIA DE RELOGIO
3901903,BATERIA DE BRINQUEDO
3901904,BATERIA APARELHO AUDITIVO
3902001,RELOGIO DESPERTADOR
3902101,CAMPAINHA
3902201,CADEADO
3902301,APARELHO DE CHA OU CAFE
3902302,APARELHO DE CHA
3902303,APARELHO DE CAFE
3902401,APARELHO DE JANTAR
3902402,CONJUNTO DE JANTAR
3902403,JOGO DE JANTAR
3902501,BATERIA DE COZINHA (UTENSILIOS DOMESTICOS)
3902601,FAQUEIRO
3902701,SUPORTE DE TV GIRATORIO
3902801,ACENDEDOR DE FOGAO
3902901,SECADOR DE ROUPA
3903001,CILINDROS PARA MASSAS
3903002,APARELHO PARA MASSAS
3903003,APARELHO PARA MACARRAO
3903101,BALANCA PARA ALIMENTOS
3903201,CAFETEIRA NAO-ELETRICA
3903301,APARELHO PARA FONDUE
3903401,SUPORTE PARA FORNO
3903501,BATERIA DE FILMADORA
3903601,LEQUE (USO PESSOAL)
3903701,"AVENTAL, LUVA, ETC. PARA SERVICOS DOMESTICOS"
3903702,AVENTAL PARA SERVICOS DOMESTICOS
3903703,LUVA PARA SERVICOS DOMESTICOS
3903801,PRENDEDOR DE CHUPETA
3903901,CABIDE
3904001,PORTA-FRALDA
3904101,LEITEIRA
3904201,ESCUMADEIRA
3904202,CONJUNTO DE ESCUMADEIRAS
3904301,CONCHA
3904302,CONJUNTO DE CONCHAS
3904401,CANECA
3904402,JOGO DE CANECAS
3904501,RALADOR DE QUEIJO
3904601,"ABRIDOR DE GARRAFA, LATA, ETC."
3904602,SACA ROLHA
3904701,LATA DE CONDIMENTO (AVULSA)
3904702,PORTA-CONDIMENTO (AVULSO)
3904801,PORTA-COPOS
3904901,GALHETEIRO
3905001,MANTEIGUEIRA
3905101,PALITEIRO
3905201,OMELETEIRA
3905301,MARMITA
3905302,CONJUNTO DE MARMITAS
3905303,JOGO DE MARMITAS
3905401,ASSADEIRA
3905501,CORTADOR DE PIZZA
3905601,BULE
3905701,ACUCAREIRO
3905801,CUSCUZEIRA
3905901,FARINHEIRA
3906001,FORMA DE CREPE
3906101,FORMA DE GELO
3906201,FORMA DE PAO
3906301,FORMA DE MISTO-QUENTE
3906401,FRUTEIRA
3906402,FRUTEIRA DE INOX
3906501,SALEIRO
3906601,RALO DE PIA
3906701,TABULEIRO
3906801,PONCHEIRA
3906901,LIXEIRA METALICA
3907001,CESTO DE LIXO (PLASTICO)
3907101,PA DE LIXO
3907201,CINZEIRO (UTENSILIO DOMESTICO)
3907301,VARAL DE ROUPAS
3907302,VARAL DE CORDINHAS REGULAVEL
3907401,CORDA DE VARAL
3907402,CORDA DE ROUPA
3907501,BACIA DE ALUMINIO
3907502,CONJUNTO DE BACIAS DE ALUMINIO
3907503,BACIA DE ESMALTE
3907504,BACIA DE INOX
3907505,JOGO DE BACIAS DE ALUMINIO
3907601,BALDE DE ALUMINIO
3907701,SAPATEIRA (UTENSILIO DOMESTICO)
3907801,TACA DE SORVETE
3907802,CONJUNTO DE TACAS PARA SORVETE
3907901,CHALEIRA
3908001,COMPOTEIRA
3908101,POTE
3908102,CONJUNTO DE POTES
3908201,CORTADOR DE BOLO
3908301,ESCORREDOR DE ARROZ
3908401,TIGELA
3908402,JOGO DE TIGELAS
3908501,FUNIL
3908601,COPO PLASTICO
3908602,CONJUNTO DE COPOS DE PLASTICO
3908701,COPO DE ALUMINIO
3908702,COPO DE INOX
3908801,COPO DE CRISTAL
3908802,CONJUNTO DE COPOS DE CRISTAL
3908901,COPO DE ACRILICO
3909001,PORTA-PAPEL HIGIENICO
3909101,TABUA DE CARNE
3909201,PEDRA DE AMOLAR
3909301,RAQUETE DE MATAR MOSQUITO
3909401,ESPANADOR
3909501,ISQUEIRO PARA FOGAO
3909502,ISQUEIRO DESCARTAVEL PARA FOGAO
3909503,ISQUEIRO PARA ACENDER FOGAO
3909601,BOBINA DE PLASTICO PARA FREEZER
3909701,FILTRO PARA ASPIRADOR
3909801,"CAPA DE SOM, VIDEO, COMPUTADOR, ETC."
3909802,CAPA DE COMPUTADOR
3909901,BATEDOR DE OVOS MANUAL
3910001,GRELHA
3910101,CESTA DE PALHA
3910201,PAPEIRO
3910301,PILAO
3910401,TACA DE CRISTAL
3910402,CONJUNTO DE TACAS DE CRISTAL
3910501,TACA DE VIDRO
3910502,CONJUNTO DE TACAS DE VIDRO
3910601,PORTA-TOALHA DE PLASTICO
3910701,PORTA-TOALHA DE TECIDO
3910801,IMA DE GELADEIRA
3910901,PRATO PLASTICO
3910902,CONJUNTO DE PRATOS DE PLASTICO
3911001,VELA DE FILTRO
3911101,JOGO DE SALADEIRAS
3911102,SALADEIRA
3911201,PANELA DE BARRO
3911202,CONJUNTO DE PANELAS DE BARRO
3911203,JOGO DE PANELAS DE BARRO
3911301,CESTA DE ACRILICO
3911401,PRATO DE ESMALTE
3911501,CAIXA DE ISOPOR
3911601,PORTA-MAMADEIRA DE ISOPOR
3911701,CESTO PARA ROUPA
3911702,SACOLA PARA ROUPA
3911801,REGISTRO DE FOGAO
3911901,PES PARA FOGAO
3912001,PINCEL DE COZINHA
3912101,SUPORTE PARA BUJAO DE GAS
3912201,KIT PARA CHURRASCO
3912301,GARRAFA PLASTICA DE AGUA VAZIA
3912401,COPO E BASE DE LIQUIDIFICADOR
3912402,COPO DE LIQUIDIFICADOR
3912403,BASE DE LIQUIDIFICADOR
3912501,BANDEJA
3912502,BANDEJA DE INOX
3912503,BANDEJA DE PORCELANA
3912601,SABONETEIRA PLASTICA
3912701,CALDEIRAO
3912801,PES PARA GELADEIRA
3912802,PES DE GELADEIRA
3912901,REGISTRO DE BOTIJAO DE GAS
3912902,VALVULA DE BOTIJAO DE GAS
3912903,RELOGIO DE BOTIJAO DE GAS
3913001,JARRA DE CRISTAL
3913101,PORTA-BOLO DE PORCELANA
3913102,PORTA BOLO DE VIDRO
3913103,PORTA BOLO DE PLASTICO
3913201,EXTENSAO DE FERRO ELETRICO
3913202,EXTENSAO ELETRICA
3913301,ASSENTO DE VASO SANITARIO
3913401,TORNEIRA DE FILTRO DE PLASTICO
3913501,OURINOL DE PLASTICO
3913601,PENICO DE PLASTICO
3913701,AGULHA DE DESENTUPIR FOGAO
3913801,"CONJUNTO DE FORMAS DE BOLO, PIZZA, PUDIM, TORTA"
3913901,CONJUNTO DE ESPETOS DE METAL
3913902,JOGO DE ESPETOS DE METAL
3914001,SOCADOR DE CARNE DE METAL
3914101,SUPORTE DE PANELAS
3914201,"FORMA DE BOLO, PIZZA, PUDIM, TORTA"
3914301,SOCADOR DE ALHO DE MADEIRA
3914401,VASILHAME PLASTICO DE MANTIMENTOS
3914501,ENGRADADO PLASTICO
3914601,COADOR DE TECIDO
3914701,TAPETE DE BORRACHA
3914801,BORRACHA DE PANELA DE PRESSAO
3914802,VALVULA DE PANELA DE PRESSAO
3914901,APARELHO DE CORTAR VERDURA
3914902,CORTADOR DE VERDURA (APARELHO)
3915001,ARMARIO DE PLASTICO DE BANHEIRO
3915101,BANHEIRA PLASTICA DE CRIANCA OU BEBE
3915201,CONJUNTO PLASTICO DE MANTIMENTOS OU CONDIMENTOS
3915202,JOGO PLASTICO DE MANTIMENTOS OU CONDIMENTOS
3915203,CONJUNTO PLASTICO DE CONDIMENTOS
3915204,JOGO PLASTICO DE CONDIMENTOS
3915301,ESCORREDOR DE METAL
3915401,TRIPE DE PANELAS DE METAL
3915501,ESPREMEDOR DE METAL
3915502,ESPREMEDOR DE ALHO
3915503,ESPREMEDOR DE BATATA
3915601,SUPORTE DE GARRAFA TERMICA DE PLASTICO
3915701,CORTINA DE PLASTICO
3915801,SUPORTE PARA PAPEL ALUMINIO DE PLASTICO
3915901,PRESSURIZADOR DE CHUVEIRO
3916001,CONJUNTO DE LATAS DE MANTIMENTOS
3916002,LATA DE MANTIMENTOS
3916101,MANGUEIRA DE PLASTICO OU BORRACHA
3916201,"CAPA DE LIQUIDIFICADOR, ENCERADEIRA, MAQUINA DE LAVAR, ETC."
3916301,JOGO DE FORMAS DE BARQUETE
3916401,PENEIRA DE FIBRA VEGETAL
3916402,PENEIRA DE METAL
3916403,PENEIRA DE PLASTICO
3916404,PENEIRA NAO ESPECIFICADA
3916501,CONJUNTO DE TRAVESSAS REFRATARIAS PARA MICROONDAS
3916601,JOGO DE TRAVESSAS REFRATARIAS PARA MICROONDAS
3916701,CONJUNTO DE PIREX
3916702,PIREX
3916801,CONJUNTO DE SOBREMESA
3916901,CONJUNTO DE JARRA E COPOS
3917001,"PORTA-OBJETOS (MADEIRA, ACRILICO, LOUCA, METAL, ETC.)"
3917101,FACAO DE COZINHA
3917201,PRATO DE VIDRO
3917202,CONJUNTO DE PRATOS DE VIDRO
3917301,PULVERIZADOR DE AGUA
3917401,"CONJUNTO DE BANHEIRO (CAPA PARA VASO, BIDE E PISO)"
3917501,TAPETE PARA BANHEIRO
3917601,TAPETE (CAPACHO)
3917701,PES PARA MAQUINA DE LAVAR ROUPA
3917702,PES DE MAQUINA DE LAVAR ROUPA
3917801,ALISADOR DE PASTA AMERICANA
3917901,AFIADOR MANUAL DE FACAS
3917902,AMOLADOR MANUAL DE FACAS
3918001,AMPOLA PARA GARRAFA TERMICA
3918101,APARELHO DE CONFEITAR
3918102,BICO DE CONFEITAR
3918201,BALDE MOP COM ESFREGAO GIRATORIO
3918301,BALDE DE ACRILICO
3918401,BALEIRO
3918501,BOLEIRA
3918601,COPO TERMICO
3918701,FORMA DE HAMBURGUER
3918801,PRATO DE ALUMINIO
3918802,CONJUNTO DE PRATOS DE ALUMINIO
3918901,PRATO DE PORCELANA
3918902,CONJUNTO DE PRATOS DE PORCELANA
3919001,ESCORREDOR DE LOUCA
3919002,ESCORREDOR DE PRATO
3919101,CHAIRA
3919201,CENTRIFUGA (SECADORA DE SALADA MANUAL)
3919301,COQUETELEIRA
3919401,FATIADOR DE QUEIJO
3919402,CORTADOR DE QUEIJO
3919501,CORTADOR DE BISCOITO
3919601,CORTADOR DE PINHAO
3919602,DESCASCADOR DE PINHAO
3919701,DESCASCADOR DE LEGUMES OU FRUTAS
3919702,DESCASCADOR DE LEGUMES
3919703,DESCASCADOR DE FRUTAS
3919801,QUEIJEIRA
3919901,RALADOR MULTIUSO
3920001,GARRAFA DE AGUA PARA GELADEIRA
3920101,ESCORREDOR DE MACARRAO
3920201,ESCORREDOR DE PLASTICO
3920301,ESCORREDOR DE TALHERES
3920401,CAIXA TERMICA
3920402,COOLER
3920403,BOLSA TERMICA
3920501,CAIXA ORGANIZADORA (MULTIUSO)
3920601,CONSORCIO TUPPERWARE
3920701,TUPPERWARE
3920801,MEDIDOR DE COZINHA
3920901,PORTA BISCOITO
3920902,BISCOITEIRA
3921001,PORTA DETERGENTE
3921101,PORTA GUARDANAPO
3921201,PORTA OLEO
3921301,PORTA ALHO OU CEBOLA
3921302,PORTA ALHO
3921303,PORTA CEBOLA
3921401,PORTA PAO
3921501,PORTA ESCOVA DE DENTE
3921601,PORTA TALHERES
3921701,PORTA SABAO
3921801,ESPATULA DE SILICONE
3921901,TACHO
3922001,PEGADOR DE GELO
3922002,PEGADOR DE MACARRAO
3922003,PEGADOR DE SALADA
3922101,INFUSOR DE CHA
3922102,DIFUSOR DE CHA
3922201,TAPIOQUEIRA NÃO ELETRICA
3922301,SOPEIRA
3922401,TESOURA PARA COZINHA
3922501,SOUSPLAT
3922601,SUQUEIRA
3922701,ESPREMEDOR DE LARANJA NAO ELETRICO
3922801,VASILHAME DE VIDRO DE MANTIMENTOS
3922901,MOEDOR PARA CONDIMENTOS
3922902,TRITURADOR PARA CONDIMENTOS
3923001,HASHI
3923101,SUPORTE PARA CAPSULAS DE CAFE
3923201,SUPORTE PARA RALAR GUARANA
3923301,TAMBOR PARA ARMAZENAMENTO DE AGUA
3999901,AGREGADO
4000101,CARTORIO
4000102,REGISTRO DE IMOVEL
4000103,CERTIDAO DE CASAMENTO
4000104,INVENTARIO
4000105,ATESTADO DE OBITO
4000106,CERTIDAO DE NASCIMENTO
4000107,JUIZ DE PAZ
4000108,ESCRITURA
4000109,AUTENTICACAO DE DOCUMENTO
4000201,COMISSAO IMOBILIARIA
4000301,ADVOGADO
4000401,DESPACHANTE
4000501,CONTADOR
4000601,CORRETOR IMOBILIARIO
4000701,ENGENHEIRO
4000702,TOPOGRAFO
4000703,AGRIMENSOR
4000801,ARQUITETO
4000901,DESENHISTA
4001001,DECORADOR
4001101,TRADUTOR
4001201,DETETIVE PARTICULAR
4001301,CLASSIFICADOS (ANUNCIO)
4001401,AGRONOMO
4001501,CONSULTOR
4001601,AGENTE SOCIAL
4001701,ALISTAMENTO MILITAR (MULTA)
